policy,nodes,tx_packets,rx_packets,bytes_tx,energy_mj,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,precision,recall,f1,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,node_density_per_m2,mean_nearest_neighbor_m,mean_neighbor_distance_m,mean_pair_distance_m,mean_degree,min_degree,max_degree,isolated_nodes,connected_components,largest_component_fraction,mean_nominal_link_margin_db,min_nominal_link_margin_db,max_nominal_link_margin_db,sensing_radius_m,estimated_sensing_coverage_fraction,algorithm_family,algorithm,ai_compute_scale,area_width_m,area_height_m,channel_model,run,seed
event_driven,100,1713,2732,82224,1436.0254,155.0,62.0,0.0,0.0,0.0,0.0,712.2654,491.76,15.0,1.0,1.0,1.0,1.0,-0.3929,15,,-0.3929,0.3929,,,,113715,632,52508,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.731,0.015,0,0,0,0,0,0.0004,27.373888947739847,187.65257555966528,253.04848312234785,67.56,39,98,0,1,1.0,6.168648941085007,0.004876001671092922,38.7146106201112,20.0,0.39,classical_baseline,event_driven,0.75,500,500,log_normal,4,1001238
distributed_edge,100,1713,2732,82224,1784.7754,155.0,62.0,348.75,0.0,0.0,0.0,712.2654,491.76,15.0,1.0,1.0,1.0,1.0,-0.3889,15,,-0.3889,0.3889,,,,113715,632,52508,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.731,0.015,0,0,0,0,0,0.0004,27.373888947739847,187.65257555966528,253.04848312234785,67.56,39,98,0,1,1.0,6.168648941085007,0.004876001671092922,38.7146106201112,20.0,0.39,classical_baseline,distributed_edge,0.75,500,500,log_normal,4,1001238
dstep,100,191,2052,9168,1505.37,155.0,62.0,348.75,78.75,309.12,96.6,70.79,369.36,15.0,1.0,1.0,1.0,1.0,-0.3889,15,0.4211,-4.8225,4.8225,210.886,6.191,0.7742,5851,573,10433,2052,channel_aware_adaptive,-9.2,-20.0,0.0,-5.1402,114,11,103,-82.8212,0.5225,136,126,136,11,0,0.0004,27.373888947739847,120.27124312004283,253.04848312234785,20.83,3,98,0,1,1.0,5.222963765605173,0.015936147958825586,28.714610620111202,20.0,0.39,intelligent_dstep,dstep_full,0.75,500,500,log_normal,4,1001238
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-1.1687,27,,-1.1687,1.1687,,,,200736,824,92440,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.2649,0.01,0,0,0,0,0,0.0004,23.442411767381856,188.5672786736062,253.65424477453152,68.36,35,95,0,1,1.0,6.125088805054994,0.002567442694072497,45.2717881769877,20.0,0.369375,classical_baseline,periodic,0.75,500,500,log_normal,5,1001239
event_driven,100,1742,2845,83616,1468.4236,155.0,62.0,0.0,0.0,0.0,0.0,724.3236,512.1,15.0,1.0,1.0,1.0,1.0,-1.1687,27,,-1.1687,1.1687,,,,116868,716,52029,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.3231,0.02,0,0,0,0,0,0.0004,23.442411767381856,188.5672786736062,253.65424477453152,68.36,35,95,0,1,1.0,6.125088805054994,0.002567442694072497,45.2717881769877,20.0,0.369375,classical_baseline,event_driven,0.75,500,500,log_normal,5,1001239
distributed_edge,100,1742,2845,83616,1817.1736,155.0,62.0,348.75,0.0,0.0,0.0,724.3236,512.1,15.0,1.0,1.0,1.0,1.0,-1.1647,27,,-1.1647,1.1647,,,,116868,716,52029,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.3231,0.02,0,0,0,0,0,0.0004,23.442411767381856,188.5672786736062,253.65424477453152,68.36,35,95,0,1,1.0,6.125088805054994,0.002567442694072497,45.2717881769877,20.0,0.369375,classical_baseline,distributed_edge,0.75,500,500,log_normal,5,1001239
dstep,100,200,2091,9600,1517.956,155.0,62.0,348.75,78.75,311.46,97.3313,73.2848,376.38,15.0,1.0,1.0,1.0,1.0,-1.1647,27,0.5653,-3.7263,3.7263,207.2819,6.6894,0.9345,5790,538,11381,2091,channel_aware_adaptive,-9.9,-20.0,0.0,-5.4378,117,9,108,-83.2713,0.5325,143,132,142,8,1,0.0004,23.442411767381856,108.86443991269601,253.65424477453152,16.5,2,91,0,1,1.0,5.497058674518169,0.0051127967455641965,35.2717881769877,20.0,0.369375,intelligent_dstep,dstep_full,0.75,500,500,log_normal,5,1001239
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.5253,20,,-0.5253,0.5253,,,,205859,656,87485,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.5232,0.0175,0,0,0,0,0,0.0004,25.73593552057172,189.85877602854964,248.1684665854922,70.64,39,99,0,1,1.0,6.030967090936002,0.00022425026904215883,55.0,20.0,0.379375,classical_baseline,periodic,0.75,500,500,log_normal,6,1001240
event_driven,100,1781,2854,85488,1486.2598,155.0,62.0,0.0,0.0,0.0,0.0,740.5398,513.72,15.0,1.0,1.0,1.0,1.0,-0.5253,20,,-0.5253,0.5253,,,,122439,643,50383,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.981,0.0225,0,0,0,0,0,0.0004,25.73593552057172,189.85877602854964,248.1684665854922,70.64,39,99,0,1,1.0,6.030967090936002,0.00022425026904215883,55.0,20.0,0.379375,classical_baseline,event_driven,0.75,500,500,log_normal,6,1001240
distributed_edge,100,1781,2854,85488,1835.0098,155.0,62.0,348.75,0.0,0.0,0.0,740.5398,513.72,15.0,1.0,1.0,1.0,1.0,-0.5213,20,,-0.5213,0.5213,,,,122439,643,50383,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.981,0.0225,0,0,0,0,0,0.0004,25.73593552057172,189.85877602854964,248.1684665854922,70.64,39,99,0,1,1.0,6.030967090936002,0.00022425026904215883,55.0,20.0,0.379375,classical_baseline,distributed_edge,0.75,500,500,log_normal,6,1001240
dstep,100,191,2138,9168,1527.7264,155.0,62.0,348.75,78.75,314.28,98.2125,70.8939,384.84,15.0,1.0,1.0,1.0,1.0,-0.5213,20,0.3887,-4.194,4.194,219.2215,7.6633,1.9211,6016,589,10166,2138,channel_aware_adaptive,-9.4,-20.0,0.0,-5.1442,108,7,101,-82.2274,0.525,131,122,131,7,0,0.0004,25.73593552057172,115.31516681327284,248.1684665854922,19.33,2,90,0,1,1.0,5.114927365795962,0.0010832228631159069,35.0,20.0,0.379375,intelligent_dstep,dstep_full,0.75,500,500,log_normal,6,1001240
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.7424,21,,-0.7424,0.7424,,,,197136,723,96141,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.1208,0.015,0,0,0,0,0,0.0004,27.38160155206253,188.2587054450936,256.68231741563096,67.12,36,96,0,1,1.0,6.144280157509691,0.008682831863211504,41.735833375545845,20.0,0.390625,classical_baseline,periodic,0.75,500,500,log_normal,7,1001241
event_driven,100,1703,2811,81744,1446.0874,155.0,62.0,0.0,0.0,0.0,0.0,708.1074,505.98,15.0,1.0,1.0,1.0,1.0,-0.7424,21,,-0.7424,0.7424,,,,111728,651,53407,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.2224,0.015,0,0,0,0,0,0.0004,27.38160155206253,188.2587054450936,256.68231741563096,67.12,36,96,0,1,1.0,6.144280157509691,0.008682831863211504,41.735833375545845,20.0,0.390625,classical_baseline,event_driven,0.75,500,500,log_normal,7,1001241
distributed_edge,100,1703,2811,81744,1794.8374,155.0,62.0,348.75,0.0,0.0,0.0,708.1074,505.98,15.0,1.0,1.0,1.0,1.0,-0.7384,21,,-0.7384,0.7384,,,,111728,651,53407,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.2224,0.015,0,0,0,0,0,0.0004,27.38160155206253,188.2587054450936,256.68231741563096,67.12,36,96,0,1,1.0,6.144280157509691,0.008682831863211504,41.735833375545845,20.0,0.390625,classical_baseline,distributed_edge,0.75,500,500,log_normal,7,1001241
dstep,100,203,2412,9744,1602.4701,155.0,62.0,348.75,78.75,330.72,103.35,74.74,434.16,15.0,1.0,1.0,1.0,1.0,-0.7384,21,0.3316,-4.734,4.734,222.741,6.5578,1.0481,5533,629,11523,2412,channel_aware_adaptive,-8.5,-20.0,0.0,-4.9767,115,15,100,-83.8785,0.545,137,125,137,15,0,0.0004,27.38160155206253,135.37704582527962,256.68231741563096,22.72,2,96,0,1,1.0,5.06245523040543,0.003751445554627253,31.735833375545845,20.0,0.390625,intelligent_dstep,dstep_full,0.75,500,500,log_normal,7,1001241
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.5967,18,,-0.5967,0.5967,,,,211779,691,81530,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.2922,0.015,0,0,0,0,0,0.0004,25.624468917577214,186.49289789130506,240.62986897698238,72.88,40,98,0,1,1.0,6.260067427619436,0.003139604251614969,40.5191596925035,20.0,0.375,classical_baseline,periodic,0.75,500,500,log_normal,8,1001242
event_driven,100,1735,2773,83280,1452.553,155.0,62.0,0.0,0.0,0.0,0.0,721.413,499.14,15.0,1.0,1.0,1.0,1.0,-0.5967,18,,-0.5967,0.5967,,,,122428,631,45933,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.2171,0.02,0,0,0,0,0,0.0004,25.624468917577214,186.49289789130506,240.62986897698238,72.88,40,98,0,1,1.0,6.260067427619436,0.003139604251614969,40.5191596925035,20.0,0.375,classical_baseline,event_driven,0.75,500,500,log_normal,8,1001242
distributed_edge,100,1735,2773,83280,1801.303,155.0,62.0,348.75,0.0,0.0,0.0,721.413,499.14,15.0,1.0,1.0,1.0,1.0,-0.5927,17,,-0.5927,0.5927,,,,122428,631,45933,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.2171,0.02,0,0,0,0,0,0.0004,25.624468917577214,186.49289789130506,240.62986897698238,72.88,40,98,0,1,1.0,6.260067427619436,0.003139604251614969,40.5191596925035,20.0,0.375,classical_baseline,distributed_edge,0.75,500,500,log_normal,8,1001242
dstep,100,184,2021,8832,1495.5816,155.0,62.0,348.75,78.75,307.26,96.0188,69.0228,363.78,15.0,1.0,1.0,1.0,1.0,-0.5927,17,0.2573,-4.5161,4.5161,197.1181,6.6096,0.8891,6417,531,9247,2021,channel_aware_adaptive,-10.2,-20.0,0.0,-5.8182,120,9,111,-80.7664,0.44,127,122,126,8,1,0.0004,25.624468917577214,123.41247406851286,240.62986897698238,19.59,2,95,0,1,1.0,5.440103992705087,0.006288796685851139,29.642192309836872,20.0,0.375,intelligent_dstep,dstep_full,0.75,500,500,log_normal,8,1001242
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.5142,15,,-0.5142,0.5142,,,,193295,841,99864,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.8109,0.02,0,0,0,0,0,0.0004,26.503030588767515,186.1127143244945,257.71432858834436,64.72,31,97,0,1,1.0,6.320342860738902,0.003402621882756307,40.345397637738905,20.0,0.389375,classical_baseline,periodic,0.75,500,500,log_normal,9,1001243
event_driven,100,1683,2658,80784,1410.2314,155.0,62.0,0.0,0.0,0.0,0.0,699.7914,478.44,15.0,1.0,1.0,1.0,1.0,-0.5142,15,,-0.5142,0.5142,,,,107534,676,55749,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.6875,0.025,0,0,0,0,0,0.0004,26.503030588767515,186.1127143244945,257.71432858834436,64.72,31,97,0,1,1.0,6.320342860738902,0.003402621882756307,40.345397637738905,20.0,0.389375,classical_baseline,event_driven,0.75,500,500,log_normal,9,1001243
distributed_edge,100,1683,2658,80784,1758.9814,155.0,62.0,348.75,0.0,0.0,0.0,699.7914,478.44,15.0,1.0,1.0,1.0,1.0,-0.5102,15,,-0.5102,0.5102,,,,107534,676,55749,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.6875,0.025,0,0,0,0,0,0.0004,26.503030588767515,186.1127143244945,257.71432858834436,64.72,31,97,0,1,1.0,6.320342860738902,0.003402621882756307,40.345397637738905,20.0,0.389375,classical_baseline,distributed_edge,0.75,500,500,log_normal,9,1001243
dstep,100,197,2014,9456,1497.4086,155.0,62.0,348.75,78.75,306.84,95.8875,72.6611,362.52,15.0,1.0,1.0,1.0,1.0,-0.5102,15,0.6098,-3.6238,3.6238,222.2229,7.0052,0.7015,5785,533,11171,2014,channel_aware_adaptive,-9.3,-20.0,0.0,-5.1691,107,7,100,-83.0813,0.5375,137,126,136,6,1,0.0004,26.503030588767515,115.59315319392873,257.71432858834436,19.97,3,97,0,1,1.0,5.227350492877511,0.003402621882756307,28.76482029011605,20.0,0.389375,intelligent_dstep,dstep_full,0.75,500,500,log_normal,9,1001243
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.1886,15,,-0.1886,0.1886,,,,191298,706,101996,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.0291,0.0125,0,0,0,0,0,0.0004,27.668314921044015,187.74292311472195,261.64223543802797,64.6,33,95,0,1,1.0,6.176260443647932,0.00019718577831895345,39.03068473750426,20.0,0.401875,classical_baseline,periodic,1.0,500,500,log_normal,0,1001234
event_driven,100,1769,2722,84912,1457.5102,155.0,62.0,0.0,0.0,0.0,0.0,735.5502,489.96,15.0,1.0,1.0,1.0,1.0,-0.1886,15,,-0.1886,0.1886,,,,113493,665,58251,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.2075,0.03,0,0,0,0,0,0.0004,27.668314921044015,187.74292311472195,261.64223543802797,64.6,33,95,0,1,1.0,6.176260443647932,0.00019718577831895345,39.03068473750426,20.0,0.401875,classical_baseline,event_driven,1.0,500,500,log_normal,0,1001234
distributed_edge,100,1769,2722,84912,1922.5102,155.0,62.0,465.0,0.0,0.0,0.0,735.5502,489.96,15.0,1.0,1.0,1.0,1.0,-0.1846,15,,-0.1846,0.1846,,,,113493,665,58251,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.2075,0.03,0,0,0,0,0,0.0004,27.668314921044015,187.74292311472195,261.64223543802797,64.6,33,95,0,1,1.0,6.176260443647932,0.00019718577831895345,39.03068473750426,20.0,0.401875,classical_baseline,distributed_edge,1.0,500,500,log_normal,0,1001234
dstep,100,191,2033,9168,1777.3831,155.0,62.0,465.0,105.0,410.64,128.325,70.4781,365.94,15.0,1.0,1.0,1.0,1.0,-0.1846,15,0.3854,-4.8761,4.8761,200.6599,5.8272,0.7485,5406,577,10893,2033,channel_aware_adaptive,-9.1,-20.0,0.0,-5.0704,113,11,102,-83.2023,0.4975,134,123,134,11,0,0.0004,27.668314921044015,126.56118496469253,261.64223543802797,20.05,2,93,0,1,1.0,5.3039990466770295,0.010436243533263223,26.684648918699395,20.0,0.401875,intelligent_dstep,dstep_full,1.0,500,500,log_normal,0,1001234
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.5776,21,,-0.5776,0.5776,,,,203454,671,89875,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.4471,0.025,0,0,0,0,0,0.0004,24.804457480334804,189.6317236446263,251.4409691693798,69.56,33,98,0,1,1.0,5.997160319070388,0.004139997950588281,46.638623794465886,20.0,0.385625,classical_baseline,periodic,1.0,500,500,log_normal,1,1001235
event_driven,100,1737,2782,83376,1455.0046,155.0,62.0,0.0,0.0,0.0,0.0,722.2446,500.76,15.0,1.0,1.0,1.0,1.0,-0.5776,21,,-0.5776,0.5776,,,,118426,585,50170,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.1365,0.0275,0,0,0,0,0,0.0004,24.804457480334804,189.6317236446263,251.4409691693798,69.56,33,98,0,1,1.0,5.997160319070388,0.004139997950588281,46.638623794465886,20.0,0.385625,classical_baseline,event_driven,1.0,500,500,log_normal,1,1001235
distributed_edge,100,1737,2782,83376,1920.0046,155.0,62.0,465.0,0.0,0.0,0.0,722.2446,500.76,15.0,1.0,1.0,1.0,1.0,-0.5736,21,,-0.5736,0.5736,,,,118426,585,50170,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.1365,0.0275,0,0,0,0,0,0.0004,24.804457480334804,189.6317236446263,251.4409691693798,69.56,33,98,0,1,1.0,5.997160319070388,0.004139997950588281,46.638623794465886,20.0,0.385625,classical_baseline,distributed_edge,1.0,500,500,log_normal,1,1001235
dstep,100,207,2183,9936,1825.3306,155.0,62.0,465.0,105.0,422.64,132.075,75.6756,392.94,15.0,1.0,1.0,1.0,1.0,-0.5736,21,0.8064,-2.5414,2.5414,208.594,6.4982,0.8428,5955,600,11755,2183,channel_aware_adaptive,-8.7,-20.0,0.0,-4.7343,107,10,97,-84.3413,0.5475,148,136,147,9,1,0.0004,24.804457480334804,123.20700897196069,251.4409691693798,19.04,2,86,0,1,1.0,5.031328846979702,0.009505220892634725,36.638623794465886,20.0,0.385625,intelligent_dstep,dstep_full,1.0,500,500,log_normal,1,1001235
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.8385,20,,-0.8385,0.8385,,,,193027,806,100167,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.1722,0.015,0,0,0,0,0,0.0004,27.197738382242033,190.3835444111026,261.9207904979952,65.72,38,98,0,1,1.0,5.992959547192363,0.0007065556257543903,41.86676969982339,20.0,0.40625,classical_baseline,periodic,1.0,500,500,log_normal,2,1001236
event_driven,100,1725,2764,82800,1446.775,155.0,62.0,0.0,0.0,0.0,0.0,717.255,497.52,15.0,1.0,1.0,1.0,1.0,-0.8385,20,,-0.8385,0.8385,,,,111533,736,55742,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.1203,0.015,0,0,0,0,0,0.0004,27.197738382242033,190.3835444111026,261.9207904979952,65.72,38,98,0,1,1.0,5.992959547192363,0.0007065556257543903,41.86676969982339,20.0,0.40625,classical_baseline,event_driven,1.0,500,500,log_normal,2,1001236
distributed_edge,100,1725,2764,82800,1911.775,155.0,62.0,465.0,0.0,0.0,0.0,717.255,497.52,15.0,1.0,1.0,1.0,1.0,-0.8345,20,,-0.8345,0.8345,,,,111533,736,55742,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-75.1203,0.015,0,0,0,0,0,0.0004,27.197738382242033,190.3835444111026,261.9207904979952,65.72,38,98,0,1,1.0,5.992959547192363,0.0007065556257543903,41.86676969982339,20.0,0.40625,classical_baseline,distributed_edge,1.0,500,500,log_normal,2,1001236
dstep,100,198,1989,9504,1767.13,155.0,62.0,465.0,105.0,407.12,127.225,72.765,358.02,15.0,1.0,1.0,1.0,1.0,-0.8345,20,0.5755,-2.4499,2.4499,207.6855,7.5204,0.9907,5593,560,11460,1989,channel_aware_adaptive,-9.2,-20.0,0.0,-4.9524,110,9,101,-83.7715,0.5425,139,128,139,9,0,0.0004,27.197738382242033,119.23720464869243,261.9207904979952,17.21,2,80,0,1,1.0,5.358748754507599,0.00026614632888311007,29.13348349818716,20.0,0.40625,intelligent_dstep,dstep_full,1.0,500,500,log_normal,2,1001236
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.7305,16,,-0.7305,0.7305,,,,191019,690,102291,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.897,0.015,0,0,0,0,0,0.0004,25.49850012626392,192.16333845997258,264.52734185501487,65.2,38,97,0,1,1.0,5.927473946511029,5.680757723780516e-05,45.31554848773479,20.0,0.37625,classical_baseline,periodic,1.0,500,500,log_normal,3,1001237
event_driven,100,1719,2741,82512,1440.1402,155.0,62.0,0.0,0.0,0.0,0.0,714.7602,493.38,15.0,1.0,1.0,1.0,1.0,-0.7305,16,,-0.7305,0.7305,,,,109616,667,57157,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.9109,0.0275,0,0,0,0,0,0.0004,25.49850012626392,192.16333845997258,264.52734185501487,65.2,38,97,0,1,1.0,5.927473946511029,5.680757723780516e-05,45.31554848773479,20.0,0.37625,classical_baseline,event_driven,1.0,500,500,log_normal,3,1001237
distributed_edge,100,1719,2741,82512,1905.1402,155.0,62.0,465.0,0.0,0.0,0.0,714.7602,493.38,15.0,1.0,1.0,1.0,1.0,-0.7265,16,,-0.7265,0.7265,,,,109616,667,57157,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.9109,0.0275,0,0,0,0,0,0.0004,25.49850012626392,192.16333845997258,264.52734185501487,65.2,38,97,0,1,1.0,5.927473946511029,5.680757723780516e-05,45.31554848773479,20.0,0.37625,classical_baseline,distributed_edge,1.0,500,500,log_normal,3,1001237
dstep,100,192,2136,9216,1807.5697,155.0,62.0,465.0,105.0,418.88,130.9,71.3097,384.48,15.0,1.0,1.0,1.0,1.0,-0.7265,16,0.5135,-4.4559,4.4559,201.1298,7.0894,0.7794,5299,559,11014,2136,channel_aware_adaptive,-8.9,-20.0,0.0,-5.1628,115,13,102,-82.2767,0.5525,131,119,131,13,0,0.0004,25.49850012626392,137.15162030824573,264.52734185501487,20.72,2,95,0,1,1.0,5.101923695759955,0.0050252605867910916,35.31554848773479,20.0,0.37625,intelligent_dstep,dstep_full,1.0,500,500,log_normal,3,1001237
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.3929,15,,-0.3929,0.3929,,,,199992,642,93366,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.7144,0.0125,0,0,0,0,0,0.0004,27.373888947739847,187.65257555966528,253.04848312234785,67.56,39,98,0,1,1.0,6.168648941085007,0.004876001671092922,38.7146106201112,20.0,0.39,classical_baseline,periodic,1.0,500,500,log_normal,4,1001238
event_driven,100,1713,2732,82224,1436.0254,155.0,62.0,0.0,0.0,0.0,0.0,712.2654,491.76,15.0,1.0,1.0,1.0,1.0,-0.3929,15,,-0.3929,0.3929,,,,113715,632,52508,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.731,0.015,0,0,0,0,0,0.0004,27.373888947739847,187.65257555966528,253.04848312234785,67.56,39,98,0,1,1.0,6.168648941085007,0.004876001671092922,38.7146106201112,20.0,0.39,classical_baseline,event_driven,1.0,500,500,log_normal,4,1001238
distributed_edge,100,1713,2732,82224,1901.0254,155.0,62.0,465.0,0.0,0.0,0.0,712.2654,491.76,15.0,1.0,1.0,1.0,1.0,-0.3889,15,,-0.3889,0.3889,,,,113715,632,52508,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.731,0.015,0,0,0,0,0,0.0004,27.373888947739847,187.65257555966528,253.04848312234785,67.56,39,98,0,1,1.0,6.168648941085007,0.004876001671092922,38.7146106201112,20.0,0.39,classical_baseline,distributed_edge,1.0,500,500,log_normal,4,1001238
dstep,100,191,2052,9168,1783.11,155.0,62.0,465.0,105.0,412.16,128.8,70.79,369.36,15.0,1.0,1.0,1.0,1.0,-0.3889,15,0.4211,-4.8225,4.8225,210.886,6.191,0.7742,5851,573,10433,2052,channel_aware_adaptive,-9.2,-20.0,0.0,-5.1402,114,11,103,-82.8212,0.5225,136,126,136,11,0,0.0004,27.373888947739847,120.27124312004283,253.04848312234785,20.83,3,98,0,1,1.0,5.222963765605173,0.015936147958825586,28.714610620111202,20.0,0.39,intelligent_dstep,dstep_full,1.0,500,500,log_normal,4,1001238
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-1.1687,27,,-1.1687,1.1687,,,,200736,824,92440,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.2649,0.01,0,0,0,0,0,0.0004,23.442411767381856,188.5672786736062,253.65424477453152,68.36,35,95,0,1,1.0,6.125088805054994,0.002567442694072497,45.2717881769877,20.0,0.369375,classical_baseline,periodic,1.0,500,500,log_normal,5,1001239
event_driven,100,1742,2845,83616,1468.4236,155.0,62.0,0.0,0.0,0.0,0.0,724.3236,512.1,15.0,1.0,1.0,1.0,1.0,-1.1687,27,,-1.1687,1.1687,,,,116868,716,52029,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.3231,0.02,0,0,0,0,0,0.0004,23.442411767381856,188.5672786736062,253.65424477453152,68.36,35,95,0,1,1.0,6.125088805054994,0.002567442694072497,45.2717881769877,20.0,0.369375,classical_baseline,event_driven,1.0,500,500,log_normal,5,1001239
distributed_edge,100,1742,2845,83616,1933.4236,155.0,62.0,465.0,0.0,0.0,0.0,724.3236,512.1,15.0,1.0,1.0,1.0,1.0,-1.1647,27,,-1.1647,1.1647,,,,116868,716,52029,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.3231,0.02,0,0,0,0,0,0.0004,23.442411767381856,188.5672786736062,253.65424477453152,68.36,35,95,0,1,1.0,6.125088805054994,0.002567442694072497,45.2717881769877,20.0,0.369375,classical_baseline,distributed_edge,1.0,500,500,log_normal,5,1001239
dstep,100,200,2091,9600,1796.7198,155.0,62.0,465.0,105.0,415.28,129.775,73.2848,376.38,15.0,1.0,1.0,1.0,1.0,-1.1647,27,0.5653,-3.7263,3.7263,207.2819,6.6894,0.9345,5790,538,11381,2091,channel_aware_adaptive,-9.9,-20.0,0.0,-5.4378,117,9,108,-83.2713,0.5325,143,132,142,8,1,0.0004,23.442411767381856,108.86443991269601,253.65424477453152,16.5,2,91,0,1,1.0,5.497058674518169,0.0051127967455641965,35.2717881769877,20.0,0.369375,intelligent_dstep,dstep_full,1.0,500,500,log_normal,5,1001239
periodic,100,3000,3000,144000,2019.4,155.0,62.0,0.0,0.0,0.0,0.0,1247.4,540.0,15.0,1.0,1.0,1.0,1.0,-0.5253,20,,-0.5253,0.5253,,,,205859,656,87485,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.5232,0.0175,0,0,0,0,0,0.0004,25.73593552057172,189.85877602854964,248.1684665854922,70.64,39,99,0,1,1.0,6.030967090936002,0.00022425026904215883,55.0,20.0,0.379375,classical_baseline,periodic,1.0,500,500,log_normal,6,1001240
event_driven,100,1781,2854,85488,1486.2598,155.0,62.0,0.0,0.0,0.0,0.0,740.5398,513.72,15.0,1.0,1.0,1.0,1.0,-0.5253,20,,-0.5253,0.5253,,,,122439,643,50383,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-74.981,0.0225,0,0,0,0,0,0.0004,25.73593552057172,189.85877602854964,248.1684665854922,70.64,39,99,0,1,1.0,6.030967090936002,0.00022425026904215883,55.0,20.0,0.379375,classical_baseline,event_driven,1.0,500,500,log_normal,6,1001240
